earn_low,earn_high,credit_qc0,credit_qc1,credit_qc2,credit_qc3
5001,5050,121,1452,1709,1922
5051,5100,118,1467,1726,1941
5101,5150,115,1481,1743,1961
5151,5200,112,1495,1760,1980
5201,5250,108,1481,1777,1999
5251,5300,105,1467,1794,2018
5301,5350,102,1452,1811,2037
5351,5400,100,1438,1828,2056
5401,5450,99,1423,1845,2075
5451,5500,99,1409,1862,2094
5501,5550,98,1394,1879,2114
5551,5600,98,1380,1896,2133
5601,5650,97,1365,1913,2152
5651,5700,97,1351,1930,2171
5701,5750,96,1336,1947,2190
5751,5800,96,1322,1964,2209
5801,5850,95,1308,1981,2228
5851,5900,95,1293,1998,2247
5901,5950,94,1279,2015,2267
5951,6000,94,1264,2032,2286
6001,6050,93,1250,2049,2305
6051,6100,93,1235,2066,2324
6101,6150,92,1221,2083,2343
6151,6200,92,1206,2100,2362
6201,6250,91,1192,2117,2381
6251,6300,91,1178,2134,2400
6301,6350,90,1163,2151,2420
6351,6400,90,1149,2168,2439
6401,6450,89,1134,2185,2458
6451,6500,88,1120,2202,2477
6501,6550,88,1105,2219,2496
6551,6600,87,1091,2236,2515
6601,6650,87,1076,2253,2534
6651,6700,86,1062,2270,2553
6701,6750,86,1047,2287,2573
6751,6800,85,1033,2304,2592
6801,6850,85,1019,2321,2611
6851,6900,84,1004,2338,2630
6901,6950,84,990,2355,2649
6951,7000,83,975,2372,2668
7001,7050,83,961,2389,2687
7051,7100,82,946,2406,2706
7101,7150,82,932,2423,2726
7151,7200,81,917,2440,2745
7201,7250,81,903,2457,2764
7251,7300,80,889,2467,2775
7301,7350,80,874,2450,2756
7351,7400,79,860,2433,2737
7401,7450,79,845,2416,2717
7451,7500,78,831,2399,2698
7501,7550,78,816,2382,2679
7551,7600,77,802,2365,2660
7601,7650,77,787,2348,2641
7651,7700,76,773,2331,2622
7701,7750,76,758,2314,2603
7751,7800,75,744,2297,2584
7801,7850,74,730,2280,2564
7851,7900,74,715,2263,2545
7901,7950,73,701,2246,2526
7951,8000,73,686,2229,2507
8001,8050,72,672,2212,2488
8051,8100,72,657,2195,2469
8101,8150,71,643,2178,2450
8151,8200,71,628,2161,2431
8201,8250,70,614,2144,2411
8251,8300,70,600,2127,2392
8301,8350,69,585,2110,2373
8351,8400,69,571,2093,2354
8401,8450,68,556,2076,2335
8451,8500,68,542,2059,2316
8501,8550,67,527,2042,2297
8551,8600,67,513,2025,2278
8601,8650,66,498,2008,2258
8651,8700,66,484,1991,2239
8701,8750,65,469,1974,2220
8751,8800,65,455,1957,2201
8801,8850,64,441,1940,2182
8851,8900,64,426,1923,2163
8901,8950,63,412,1906,2144
8951,9000,63,397,1889,2125
9001,9050,62,383,1872,2105
9051,9100,62,368,1855,2086
9101,9150,61,354,1838,2067
9151,9200,60,339,1821,2048
9201,9250,60,325,1804,2029
9251,9300,59,311,1787,2010
9301,9350,59,296,1770,1991
9351,9400,58,282,1753,1972
9401,9450,58,267,1736,1952
9451,9500,57,253,1719,1933
9501,9550,57,249,1702,1914
9551,9600,56,248,1685,1895
9601,9650,56,247,1668,1876
9651,9700,55,246,1651,1857
9701,9750,55,245,1634,1838
9751,9800,54,244,1617,1819
9801,9850,54,243,1600,1799
9851,9900,53,242,1583,1780
9901,9950,53,241,1566,1761
9951,10000,52,240,1549,1742
10001,10050,52,239,1532,1723
10051,10100,51,238,1515,1704
10101,10150,51,237,1498,1685
10151,10200,50,236,1481,1666
10201,10250,50,235,1464,1646
10251,10300,49,234,1447,1627
10301,10350,49,234,1430,1608
10351,10400,48,233,1413,1589
10401,10450,48,232,1396,1570
10451,10500,47,231,1379,1551
10501,10550,46,230,1362,1532
10551,10600,46,229,1345,1513
10601,10650,45,228,1328,1493
10651,10700,45,227,1311,1474
10701,10750,44,226,1294,1455
10751,10800,44,225,1277,1436
10801,10850,43,224,1260,1417
10851,10900,43,223,1243,1398
10901,10950,42,222,1226,1379
10951,11000,42,221,1209,1360
11001,11050,41,220,1192,1340
11051,11100,41,219,1175,1321
11101,11150,40,218,1158,1302
11151,11200,40,217,1141,1283
11201,11250,39,216,1124,1264
11251,11300,39,215,1107,1245
11301,11350,38,214,1090,1226
11351,11400,38,213,1073,1207
11401,11450,37,212,1056,1187
11451,11500,37,211,1039,1168
11501,11550,36,210,1022,1149
11551,11600,36,209,1005,1130
11601,11650,35,208,988,1111
11651,11700,35,207,971,1092
11701,11750,34,206,954,1073
11751,11800,34,205,937,1054
11801,11850,33,204,920,1034
11851,11900,32,203,903,1015
11901,11950,32,202,886,996
11951,12000,31,201,869,977
12001,12050,31,200,852,958
12051,12100,30,199,835,939
12101,12150,30,198,818,920
12151,12200,29,198,801,901
12201,12250,29,197,784,881
12251,12300,28,196,767,862
12301,12350,28,195,750,843
12351,12400,27,194,733,824
12401,12450,27,193,716,805
12451,12500,26,192,699,786
12501,12550,26,191,682,767
12551,12600,25,190,665,748
12601,12650,25,189,648,728
12651,12700,24,188,631,709
12701,12750,24,187,614,690
12751,12800,23,186,597,671
12801,12850,23,185,580,652
12851,12900,22,184,563,633
12901,12950,22,183,546,614
12951,13000,21,182,529,595
13001,13050,21,181,512,575
13051,13100,20,180,495,556
13101,13150,20,179,478,537
13151,13200,19,178,461,518
13201,13250,18,177,444,499
13251,13300,18,176,427,480
13301,13350,17,175,410,461
13351,13400,17,174,393,442
13401,13450,16,173,376,422
13451,13500,16,172,359,403
13501,13550,15,171,342,384
13551,13600,15,170,325,365
13601,13650,14,169,308,346
13651,13700,14,168,291,327
13701,13750,13,167,274,308
13751,13800,13,166,257,289
13801,13850,12,165,249,269
13851,13900,12,164,247,250
13901,13950,11,163,246,249
13951,14000,11,162,244,247
14001,14050,10,162,243,246
14051,14100,10,161,241,244
14101,14150,9,160,240,243
14151,14200,9,159,239,241
14201,14250,8,158,237,240
14251,14300,8,157,236,238
14301,14350,7,156,234,237
14351,14400,7,155,233,235
14401,14450,6,154,231,234
14451,14500,6,153,230,232
14501,14550,5,152,228,231
14551,14600,4,151,227,229
14601,14650,4,150,225,228
14651,14700,3,149,224,226
14701,14750,3,148,222,225
14751,14800,2,147,221,223
14801,14850,2,146,219,222
14851,14900,1,145,218,220
14901,14950,1,144,217,219
14951,15000,1,143,215,217
15051,15100,0,141,212,214
15101,15150,0,140,211,213
15151,15200,0,139,209,211
15201,15250,0,138,208,210
15251,15300,0,137,206,208
15301,15350,0,136,205,207
15351,15400,0,135,203,206
15401,15450,0,134,202,204
15451,15500,0,133,200,203
15501,15550,0,132,199,201
15551,15600,0,131,197,200
15601,15650,0,130,196,198
15651,15700,0,129,195,197
15701,15750,0,128,193,195
15751,15800,0,127,192,194
15801,15850,0,126,190,192
15851,15900,0,125,189,191
15901,15950,0,125,187,189
15951,16000,0,124,186,188
16001,16050,0,123,184,186
16051,16100,0,122,183,185
16101,16150,0,121,181,183
16151,16200,0,120,180,182
16201,16250,0,119,178,180
16251,16300,0,118,177,179
16301,16350,0,117,176,177
16351,16400,0,116,174,176
16401,16450,0,115,173,174
16451,16500,0,114,171,173
16501,16550,0,113,170,171
16551,16600,0,112,168,170
16601,16650,0,111,167,168
16651,16700,0,110,165,167
16701,16750,0,109,164,165
16751,16800,0,108,162,164
16801,16850,0,107,161,163
16851,16900,0,106,159,161
16901,16950,0,105,158,160
16951,17000,0,104,156,158
17001,17050,0,103,155,157
17051,17100,0,102,154,155
17101,17150,0,101,152,154
17151,17200,0,100,151,152
17201,17250,0,99,149,151
17251,17300,0,98,148,149
17301,17350,0,97,146,148
17351,17400,0,96,145,146
17401,17450,0,95,143,145
17451,17500,0,94,142,143
17501,17550,0,93,140,142
17551,17600,0,92,139,140
17601,17650,0,91,137,139
17651,17700,0,90,136,137
17701,17750,0,89,134,136
17751,17800,0,89,133,134
17801,17850,0,88,132,133
17851,17900,0,87,130,131
17901,17950,0,86,129,130
17951,18000,0,85,127,128
18001,18050,0,84,126,127
18051,18100,0,83,124,125
18101,18150,0,82,123,124
18151,18200,0,81,121,122
18201,18250,0,80,120,121
18251,18300,0,79,118,119
18301,18350,0,78,117,118
18351,18400,0,77,115,117
18401,18450,0,76,114,115
18451,18500,0,75,112,114
18501,18550,0,74,111,112
18551,18600,0,73,110,111
18601,18650,0,72,108,109
18651,18700,0,71,107,108
18701,18750,0,70,105,106
18751,18800,0,69,104,105
18801,18850,0,68,102,103
18851,18900,0,67,101,102
18901,18950,0,66,99,100
18951,19000,0,65,98,99
19001,19050,0,64,96,97
19051,19100,0,63,95,96
19101,19150,0,62,93,94
19151,19200,0,61,92,93
19201,19250,0,60,90,91
19251,19300,0,59,89,90
19301,19350,0,58,88,88
19351,19400,0,57,86,87
19401,19450,0,56,85,85
19451,19500,0,55,83,84
19501,19550,0,54,82,82
19551,19600,0,53,80,81
19601,19650,0,52,79,79
19651,19700,0,52,77,78
19701,19750,0,51,76,76
19751,19800,0,50,74,75
19801,19850,0,49,73,74
19851,19900,0,48,71,72
19901,19950,0,47,70,71
19951,20000,0,46,68,69
20001,20050,0,45,67,68
20051,20100,0,44,66,66
20101,20150,0,43,64,65
20151,20200,0,42,63,63
20201,20250,0,41,61,62
20251,20300,0,40,60,60
20301,20350,0,39,58,59
20351,20400,0,38,57,57
20401,20450,0,37,55,56
20451,20500,0,36,54,54
20501,20550,0,35,52,53
20551,20600,0,34,51,51
20601,20650,0,33,49,50
20651,20700,0,32,48,48
20701,20750,0,31,46,47
20751,20800,0,30,45,45
20801,20850,0,29,44,44
20851,20900,0,28,42,42
20901,20950,0,27,41,41
20951,21000,0,26,39,39
21001,21050,0,25,38,38
21051,21100,0,24,36,36
21101,21150,0,23,35,35
21151,21200,0,22,33,33
21201,21250,0,21,32,32
21251,21300,0,20,30,30
21301,21350,0,19,29,29
21351,21400,0,18,27,28
21401,21450,0,17,26,26
21451,21500,0,16,24,25
21501,21550,0,16,23,23
21551,21600,0,15,22,22
21601,21650,0,14,20,20
21651,21700,0,13,19,19
21701,21750,0,12,17,17
21751,21800,0,11,16,16
21801,21850,0,10,14,14
21851,21900,0,9,13,13
21901,21950,0,8,11,11
21951,22000,0,7,10,10
22001,22050,0,6,8,8
22051,22100,0,5,7,7
22101,22150,0,4,5,5
22151,22200,0,3,4,4
22201,22250,0,2,2,2
22251,22300,0,1,1,1
