earn_low,earn_high,credit_qc0,credit_qc1,credit_qc2,credit_qc3
5001,5050,110,1452,1709,1922
5051,5100,107,1449,1726,1941
5101,5150,104,1434,1743,1961
5151,5200,100,1420,1760,1980
5201,5250,97,1405,1777,1999
5251,5300,94,1391,1794,2018
5301,5350,91,1376,1811,2037
5351,5400,87,1362,1828,2056
5401,5450,84,1347,1845,2075
5451,5500,81,1333,1862,2094
5501,5550,78,1319,1879,2114
5551,5600,74,1304,1896,2133
5601,5650,71,1290,1913,2152
5651,5700,68,1275,1930,2171
5701,5750,65,1261,1947,2190
5751,5800,61,1246,1964,2209
5801,5850,58,1232,1981,2228
5851,5900,55,1217,1998,2247
5901,5950,52,1203,2015,2267
5951,6000,48,1189,2032,2286
6001,6050,45,1174,2049,2305
6051,6100,42,1160,2066,2324
6101,6150,39,1145,2083,2343
6151,6200,35,1131,2100,2362
6201,6250,32,1116,2117,2381
6251,6300,29,1102,2134,2400
6301,6350,26,1087,2151,2420
6351,6400,22,1073,2168,2439
6401,6450,19,1058,2185,2458
6451,6500,16,1044,2202,2477
6501,6550,13,1030,2219,2496
6551,6600,9,1015,2236,2515
6601,6650,6,1001,2253,2534
6651,6700,3,986,2270,2553
6751,6800,0,957,2304,2592
6801,6850,0,943,2321,2611
6851,6900,0,928,2338,2630
6901,6950,0,914,2355,2649
6951,7000,0,900,2372,2668
7001,7050,0,885,2389,2687
7051,7100,0,871,2406,2706
7101,7150,0,856,2392,2691
7151,7200,0,842,2375,2672
7201,7250,0,827,2358,2653
7251,7300,0,813,2341,2634
7301,7350,0,798,2324,2615
7351,7400,0,784,2307,2596
7401,7450,0,769,2290,2577
7451,7500,0,755,2273,2558
7501,7550,0,741,2256,2538
7551,7600,0,726,2239,2519
7601,7650,0,712,2222,2500
7651,7700,0,697,2205,2481
7701,7750,0,683,2188,2462
7751,7800,0,668,2171,2443
7801,7850,0,654,2154,2424
7851,7900,0,639,2137,2405
7901,7950,0,625,2120,2385
7951,8000,0,611,2103,2366
8001,8050,0,596,2086,2347
8051,8100,0,582,2069,2328
8101,8150,0,567,2052,2309
8151,8200,0,553,2035,2290
8201,8250,0,538,2018,2271
8251,8300,0,524,2001,2252
8301,8350,0,509,1984,2232
8351,8400,0,495,1967,2213
8401,8450,0,480,1950,2194
8451,8500,0,466,1933,2175
8501,8550,0,452,1916,2156
8551,8600,0,437,1899,2137
8601,8650,0,423,1882,2118
8651,8700,0,408,1865,2099
8701,8750,0,394,1848,2079
8751,8800,0,379,1831,2060
8801,8850,0,365,1814,2041
8851,8900,0,350,1797,2022
8901,8950,0,336,1780,2003
8951,9000,0,322,1763,1984
9001,9050,0,307,1746,1965
9051,9100,0,293,1729,1946
9101,9150,0,278,1712,1926
9151,9200,0,264,1695,1907
9201,9250,0,249,1678,1888
9251,9300,0,235,1661,1869
9301,9350,0,220,1644,1850
9351,9400,0,206,1627,1831
9401,9450,0,191,1610,1812
9451,9500,0,177,1593,1793
9501,9550,0,163,1576,1773
9551,9600,0,148,1559,1754
9601,9650,0,134,1542,1735
9651,9700,0,119,1525,1716
9701,9750,0,105,1508,1697
9751,9800,0,90,1491,1678
9801,9850,0,76,1474,1659
9851,9900,0,61,1457,1640
9901,9950,0,47,1440,1620
9951,10000,0,33,1423,1601
10001,10050,0,18,1406,1582
10101,10150,0,0,1372,1544
10151,10200,0,0,1355,1525
10201,10250,0,0,1338,1506
10251,10300,0,0,1321,1487
10301,10350,0,0,1304,1467
10351,10400,0,0,1287,1448
10401,10450,0,0,1270,1429
10451,10500,0,0,1253,1410
10501,10550,0,0,1236,1391
10551,10600,0,0,1219,1372
10601,10650,0,0,1202,1353
10651,10700,0,0,1185,1334
10701,10750,0,0,1168,1314
10751,10800,0,0,1151,1295
10801,10850,0,0,1134,1276
10851,10900,0,0,1117,1257
10901,10950,0,0,1100,1238
10951,11000,0,0,1083,1219
11001,11050,0,0,1066,1200
11051,11100,0,0,1049,1181
11101,11150,0,0,1032,1161
11151,11200,0,0,1015,1142
11201,11250,0,0,998,1123
11251,11300,0,0,981,1104
11301,11350,0,0,964,1085
11351,11400,0,0,947,1066
11401,11450,0,0,930,1047
11451,11500,0,0,913,1028
11501,11550,0,0,896,1008
11551,11600,0,0,879,989
11601,11650,0,0,862,970
11651,11700,0,0,845,951
11701,11750,0,0,828,932
11751,11800,0,0,811,913
11801,11850,0,0,794,894
11851,11900,0,0,777,875
11901,11950,0,0,760,855
11951,12000,0,0,743,836
12001,12050,0,0,726,817
12051,12100,0,0,709,798
12101,12150,0,0,692,779
12151,12200,0,0,675,760
12201,12250,0,0,658,741
12251,12300,0,0,641,722
12301,12350,0,0,624,702
12351,12400,0,0,607,683
12401,12450,0,0,590,664
12451,12500,0,0,573,645
12501,12550,0,0,556,626
12551,12600,0,0,539,607
12601,12650,0,0,522,588
12651,12700,0,0,505,569
12701,12750,0,0,488,549
12751,12800,0,0,471,530
12801,12850,0,0,454,511
12851,12900,0,0,437,492
12901,12950,0,0,420,473
12951,13000,0,0,403,454
13001,13050,0,0,386,435
13051,13100,0,0,369,416
13101,13150,0,0,352,396
13151,13200,0,0,335,377
13201,13250,0,0,318,358
13251,13300,0,0,301,339
13301,13350,0,0,284,320
13351,13400,0,0,267,301
13401,13450,0,0,250,282
13451,13500,0,0,233,263
13501,13550,0,0,216,243
13551,13600,0,0,199,224
13601,13650,0,0,182,205
13651,13700,0,0,165,186
13701,13750,0,0,148,167
13751,13800,0,0,131,148
13801,13850,0,0,114,129
13851,13900,0,0,97,110
13901,13950,0,0,80,90
13951,14000,0,0,63,71
14001,14050,0,0,46,52
14051,14100,0,0,29,33
14101,14150,0,0,12,14
