earn_low,earn_high,credit_qc0,credit_qc1,credit_qc2,credit_qc3
5001,5050,101,1403,1709,1922
5051,5100,98,1389,1726,1941
5101,5150,95,1374,1743,1961
5151,5200,91,1360,1760,1980
5201,5250,88,1345,1777,1999
5251,5300,85,1331,1794,2018
5301,5350,82,1316,1811,2037
5351,5400,78,1302,1828,2056
5401,5450,75,1287,1845,2075
5451,5500,72,1273,1862,2094
5501,5550,69,1258,1879,2114
5551,5600,65,1244,1896,2133
5601,5650,62,1230,1913,2152
5651,5700,59,1215,1930,2171
5701,5750,56,1201,1947,2190
5751,5800,52,1186,1964,2209
5801,5850,49,1172,1981,2228
5851,5900,46,1157,1998,2247
5901,5950,43,1143,2015,2267
5951,6000,39,1128,2032,2286
6001,6050,36,1114,2049,2305
6051,6100,33,1100,2066,2324
6101,6150,30,1085,2083,2343
6151,6200,26,1071,2100,2362
6201,6250,23,1056,2117,2381
6251,6300,20,1042,2134,2400
6301,6350,17,1027,2151,2420
6351,6400,13,1013,2168,2439
6401,6450,10,998,2185,2458
6451,6500,7,984,2202,2477
6501,6550,4,969,2219,2496
6601,6650,0,941,2253,2534
6651,6700,0,926,2270,2553
6701,6750,0,912,2287,2573
6751,6800,0,897,2304,2592
6801,6850,0,883,2321,2611
6851,6900,0,868,2338,2630
6901,6950,0,854,2358,2653
6951,7000,0,839,2344,2637
7001,7050,0,825,2327,2618
7051,7100,0,811,2310,2599
7101,7150,0,796,2293,2580
7151,7200,0,782,2276,2561
7201,7250,0,767,2259,2542
7251,7300,0,753,2242,2522
7301,7350,0,738,2225,2503
7351,7400,0,724,2208,2484
7401,7450,0,709,2191,2465
7451,7500,0,695,2174,2446
7501,7550,0,680,2157,2427
7551,7600,0,666,2140,2408
7601,7650,0,652,2123,2389
7651,7700,0,637,2106,2369
7701,7750,0,623,2089,2350
7751,7800,0,608,2072,2331
7801,7850,0,594,2055,2312
7851,7900,0,579,2038,2293
7901,7950,0,565,2021,2274
7951,8000,0,550,2004,2255
8001,8050,0,536,1987,2236
8051,8100,0,522,1970,2216
8101,8150,0,507,1953,2197
8151,8200,0,493,1936,2178
8201,8250,0,478,1919,2159
8251,8300,0,464,1902,2140
8301,8350,0,449,1885,2121
8351,8400,0,435,1868,2102
8401,8450,0,420,1851,2083
8451,8500,0,406,1834,2063
8501,8550,0,391,1817,2044
8551,8600,0,377,1800,2025
8601,8650,0,363,1783,2006
8651,8700,0,348,1766,1987
8701,8750,0,334,1749,1968
8751,8800,0,319,1732,1949
8801,8850,0,305,1715,1930
8851,8900,0,290,1698,1910
8901,8950,0,276,1681,1891
8951,9000,0,261,1664,1872
9001,9050,0,247,1647,1853
9051,9100,0,233,1630,1834
9101,9150,0,218,1613,1815
9151,9200,0,204,1596,1796
9201,9250,0,189,1579,1777
9251,9300,0,175,1562,1757
9301,9350,0,160,1545,1738
9351,9400,0,146,1528,1719
9401,9450,0,131,1511,1700
9451,9500,0,117,1494,1681
9501,9550,0,102,1477,1662
9551,9600,0,88,1460,1643
9601,9650,0,74,1443,1624
9651,9700,0,59,1426,1604
9701,9750,0,45,1409,1585
9751,9800,0,30,1392,1566
9801,9850,0,16,1375,1547
9901,9950,0,0,1341,1509
9951,10000,0,0,1324,1490
10001,10050,0,0,1307,1471
10051,10100,0,0,1290,1451
10101,10150,0,0,1273,1432
10151,10200,0,0,1256,1413
10201,10250,0,0,1239,1394
10251,10300,0,0,1222,1375
10301,10350,0,0,1205,1356
10351,10400,0,0,1188,1337
10401,10450,0,0,1171,1318
10451,10500,0,0,1154,1298
10501,10550,0,0,1137,1279
10551,10600,0,0,1120,1260
10601,10650,0,0,1103,1241
10651,10700,0,0,1086,1222
10701,10750,0,0,1069,1203
10751,10800,0,0,1052,1184
10801,10850,0,0,1035,1165
10851,10900,0,0,1018,1145
10901,10950,0,0,1001,1126
10951,11000,0,0,984,1107
11001,11050,0,0,967,1088
11051,11100,0,0,950,1069
11101,11150,0,0,933,1050
11151,11200,0,0,916,1031
11201,11250,0,0,899,1012
11251,11300,0,0,882,992
11301,11350,0,0,865,973
11351,11400,0,0,848,954
11401,11450,0,0,831,935
11451,11500,0,0,814,916
11501,11550,0,0,797,897
11551,11600,0,0,780,878
11601,11650,0,0,763,859
11651,11700,0,0,746,839
11701,11750,0,0,729,820
11751,11800,0,0,712,801
11801,11850,0,0,695,782
11851,11900,0,0,678,763
11901,11950,0,0,661,744
11951,12000,0,0,644,725
12001,12050,0,0,627,706
12051,12100,0,0,610,686
12101,12150,0,0,593,667
12151,12200,0,0,576,648
12201,12250,0,0,559,629
12251,12300,0,0,542,610
12301,12350,0,0,525,591
12351,12400,0,0,508,572
12401,12450,0,0,491,553
12451,12500,0,0,474,533
12501,12550,0,0,457,514
12551,12600,0,0,440,495
12601,12650,0,0,423,476
12651,12700,0,0,406,457
12701,12750,0,0,389,438
12751,12800,0,0,372,419
12801,12850,0,0,355,400
12851,12900,0,0,338,380
12901,12950,0,0,321,361
12951,13000,0,0,304,342
13001,13050,0,0,287,323
13051,13100,0,0,270,304
13101,13150,0,0,253,285
13151,13200,0,0,236,266
13201,13250,0,0,219,247
13251,13300,0,0,202,227
13301,13350,0,0,185,208
13351,13400,0,0,168,189
13401,13450,0,0,151,170
13451,13500,0,0,134,151
13501,13550,0,0,117,132
13551,13600,0,0,100,113
13601,13650,0,0,83,94
13651,13700,0,0,66,74
13701,13750,0,0,49,55
13751,13800,0,0,32,36
13801,13850,0,0,15,17
